category;tweet_id;text;date;retweet_count
water pollution;1.14E+18;"*@naralokesh *@ysjagan What action you have taken on pollution on my native *@shermahmadpeta ?
Thousands of people are still suffering with drinking polluted water and air. https://t.co/rZ8EDxhK0U";6/25/2019 8:30;0
water pollution;1.14E+18;WATER RESOURCES: Human Settlements, Water &amp  Sanitation Minister Lindiwe Sisulu intends assisting local authorities with infrastructure maintenance in an effort to prevent the pollution of dams &amp  rivers. More detail is expected in her upcoming budget vote speech. *@DWS_RSA https://t.co/WAOcgj5WxE;6/25/2019 8:29;0
water pollution;1.14E+18;*@AlanAwgregory Understandable - water pollution is not going to be good for anything that lives in it!;6/25/2019 8:18;0
water pollution;1.14E+18;"[Media Statements] 
The Department of Water and Sanitation (DWS) is taking legal action to force an
Eastern Cape municipality to stop polluting the Great Fish River in the Province. https://t.co/H0gupLsnGP https://t.co/s9HdSAyIFw";6/25/2019 8:18;7
water pollution;1.14E+18;Cities are expanding, deforestation is increasing, everyone wants atleast 2-3 houses &amp  vehicles of their own leading to pollution &amp  water scarcity.If this continues no doubt even other cities will face severe water scarcity! https://t.co/EfyuFtu9Ni;6/25/2019 8:14;1
water pollution;1.14E+18;Government vs government as water department takes on council over Great Fish River pollution https://t.co/jFc6Ualgwu via *@GoexpressGo *@TimesLIVE;6/25/2019 8:12;0
water pollution;1.14E+18;.*@MFaccioli_ introduces plenary speaker Prof #CathyKling at #LEEPin2019 - very excited to hear about the #socialcost of water pollution *@Leep_Institute https://t.co/W402Q53LAq;6/25/2019 8:11;3
water pollution;1.14E+18;"#Emergency in 2019

Health, Drinking Water, Power Supply, Growing Dumpyards, Pollution, Communalism is the true emergency alarm of #NewIndia

#EmergencyDay #BJP *@AamAadmiParty *@AITCofficial *@INCIndia";6/25/2019 8:08;0
water pollution;1.14E+18;Along with #pollution #Unemployment #ClimateChange #crime etc , this is also one of the major crisis in India. #WaterScarcity #water #crisis #India #Chennai all of us should act on it on priority. https://t.co/56eFl8cppP;6/25/2019 8:04;0
water pollution;1.14E+18;"Yes, why not? Let’s go ahead. 
Just hotter temperatures, more air pollution, no drinking water, Mumbai’s favourite floods, disturbing migration patterns of flamingos, etc., but that’s not important. *@deespeak *@RandeepHooda *@aliaa08 *@TandonRaveena  https://t.co/Dj58dTON8l";6/25/2019 8:04;13
water pollution;1.14E+18;*@leashless I found a pile of New Science mags from 1973 in the attic of a building in Stockholm... Machine learning, pollution, ecological wisdom, alternative housing building, water cleaning, eco farming... These were the headlines back then. As you say, I wish we had done more. We knew.;6/25/2019 8:00;16
water pollution;1.14E+18;#Conservative #r4today The usual pr bollocks from Water looters #SouthernWater Executive 7yrs pollution gouging more like 40yrs What the fuck is the point of #OFWat Corporately captured toothless Non regulator #Nationslise Water Now How many people died because of this looting? https://t.co/XGf4DiuDg0;6/25/2019 7:57;0
water pollution;1.14E+18;"My sincere request to *@ysjagan and *@YSRCParty please don't excuse offenders who grabbed lands and started water pollution activities. Everytime this politicians talk about #saveganga #savemusi but they do not follow it .
#bjp - Ram mandir
#YSRCP- demolition of pollutants houses. https://t.co/T6ddxuZURl";6/25/2019 7:54;0
water pollution;1.14E+18;*@PalmerReport Dirty air, water, soil, food. It is time to get real. Airlines are polluting our air and land. They create noise and pollution. Diesel and gas is creating dirty air. Out soil contaminated Our food &amp  water contaminated. And we have to listen to a lousy polluting liar;6/25/2019 7:53;0
water pollution;1.14E+18;Chemical pollution of surface water can create health risks, because such waterways are used directly as drinking water sources/connected with shallow wells used for drinking water.Waterways have important roles for washing and cleaning,for fishing and fish farming,for recreation;6/25/2019 7:53;1
water pollution;1.14E+18;#GOLD US$1,413/t oz +1.11%. The previously submitted Water Pollution Control Permit for Scorpio Gold's 100%-owned Mineral Ridge Operation—located in #Nevada, US—has been approved. https://t.co/KTBqioeVgf;6/25/2019 7:51;0
water pollution;1.14E+18;"A third of all plastic pollution in the sea is plastic bottles 😮

We can all help to reduce this and improve our #seas 🌍

Take your #reusable bottle when you go out, and stay hydrated by refilling with tap water at local Refill Stations.

#RefillRevolution #PlasticFree";6/25/2019 7:50;0
water pollution;1.14E+18;"...""Climate change is set to make us sicker. There are wildfires &amp  their air pollution  insects &amp  the diseases they spread. There’s drought &amp  the consequences of water shortages, as we’re seeing in Chennai, India. Heatwaves will likely kill thousands. The impacts go on &amp  on.""... https://t.co/daANxtxXdF";6/25/2019 7:50;0
water pollution;1.14E+18;https://t.co/gPHYViS1CY - how could this have happened? What's being done to clamp down on sources of air &amp  water pollution in Johor?.. *@SahruddinDr *@jimmypuah *@MohdKhuzzan *@yeobeeyin *@xavierjayakumar *@DrDzul;6/25/2019 7:49;1
water pollution;1.14E+18;"PC Mohan, BJP, Karnataka on Prez Address:

-Raises issue of water scarcity,water #pollution in Bangalore
-Requests lake regeneration funds to KA like TN
-Huge traffic problem in bangalore.
-17,000 crore are sanctioned but state govt. not acting, 30% traffic can be brought down.";6/25/2019 7:45;0
water pollution;1.14E+18;"Entering 4th year Brexit easy to not keep tabs on this kinda detail. Westminster hypnotized by Bonfire of Brexit Vanities#pollution#brexitshambles

https://t.co/MCJg5ZlJ08";6/25/2019 7:43;0
water pollution;1.14E+18;BBC News - Northumbrian Water pays out £1.1m over pollution breaches https://t.co/erMbQRsbnK;6/25/2019 7:39;0
water pollution;1.14E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/iM53rC7JqS";6/25/2019 7:30;7
water pollution;1.14E+18;"*@AndrewSouthside *@Ofwat *@SouthernWater customers are not even enjoying optimal fluoride pollution.

*@unitedutilities *@SthStaffsWater *@unitedutilities *@stwater and *@nwater_care been deliberately misleading customers by claiming to be treating water: 

In fact water doesn't have any teeth. #fluorothink https://t.co/Qbp2ZmBsva";6/25/2019 7:29;1
water pollution;1.14E+18;*@PMOIndia *@narendramodi Sir please Aap India se air pollution ki rok lagaiye or green India banaiye or jitne v gadi se dhuan nikal Raha hai jaldi band karaiye nehi to Desh khatam hojayega 10 year me please tree lagaiye concrict road band karke Damar ki road banayiye water save ki or tree lagane k yojna;6/25/2019 7:28;0
water pollution;1.14E+18;*@swayamrohilla *@Water *@DelhiJalBoard *@ArvindKejriwal *@Delhi_Pollution Govt agencies are least bothered to help;6/25/2019 7:25;0
water pollution;1.14E+18;"*@tavleen_singh *@TarekFatah ¶ Lynching has religion (Hindutva)
¶ Patriarchy has caste (Brahmin)
¶ Air pollution &amp  water wastage has a  festival (Diwali/Holi)
¶ Martyrs have caste (Only low caste)
¶ Communal hatred has a colour (Saffron)

Only thing that has NO affiliation is TERRORISM!
#ShameOnAntiNationals";6/25/2019 7:24;0
water pollution;1.14E+18;Street Tree Pits as Bioretention Units: Effects of Soil Organic Matter and Area Permeability on the Volume and Quality of Urban Runoff Water, Air, &amp  Soil Pollution https://t.co/caKOZZF4Y8 https://t.co/4fUUdESuLb;6/25/2019 7:23;2
water pollution;1.14E+18;*@narendramodi Let's have a surgical strike on pollution. Why govt surrender to car manufacturing company? So late to bring all electric vehicles. Plz bring law for store rain water harvesting and ground water recharge. Ur one appeal like SBM can bring a huge change;6/25/2019 7:23;0
water pollution;1.14E+18;"Who wants Democracy, We want Just water.
Who wants liberty, Alleviate Poverty
Who wants freedom, we want pollution free Air https://t.co/GyVQMMBCPI";6/25/2019 7:20;0
water pollution;1.14E+18;*@narendramodi Why govt is slow to react. When we will react. Why ground water recharge and rain water harvesting is not mandatory. Let table a bill on pollution. Why not single use plastic is banned till now?  Why govt is not promoting jute?? Why so late to bring all electric vehicles??;6/25/2019 7:20;0
water pollution;1.14E+18;Please don't criticise the plant life it is probably doing a good job extracting pollution from the water and sequestering carbon and NOx #botanicalextinction https://t.co/6Q6uvrBtxK;6/25/2019 7:18;0
water pollution;1.14E+18;*@IamCAsumit *@north_mcd *@MCDdelhi *@pwddelhi *@PWDGovtofDelhi *@aap_HazariLaL *@SatyendarJain *@ArvindKejriwal *@swachhbharat Intervention of NGT and Delhi pollution control board is required as it become essential to save public from hazardous  polluted water. *@CPCB_OFFICIAL *@ControlDelhi *@DDNational *@swachhbharat;6/25/2019 7:18;0
water pollution;1.14E+18;Government vs government as water department takes on council over Great Fish River pollution https://t.co/bye7fNkgqs;6/25/2019 7:16;0
water pollution;1.14E+18;STEAM Ahead group today were exploring the Solution to Pollution.  Experimenting with water filtration and oil removal from feathers.  Lots of excitement and laughter. https://t.co/5XhmmPzKgt;6/25/2019 7:16;0
water pollution;1.14E+18;"""More needs to be done to protect and conserve our #water resources and the environment since water is under pressure from many sources of pollution.""

Read our interview with *@CCastellexner (*@eureau): https://t.co/sgaLj12DhF https://t.co/g2iTeqGCtf";6/25/2019 7:13;1
water pollution;1.14E+18;Unpopular opinion. Even though there is terrible man-made pollution of water and air. We are also under a strong Solar Minimum when the Sun has very little sunspots. The Sun... https://t.co/QE0UdyXqoj;6/25/2019 7:09;0
water pollution;1.14E+18;"*@minimathur Stop using Your injured weeping London
For over excited dirty holes. And also seal Mughal times GBRoad and Haram Real cause of Population Rise, Temperature Rise, Pollution Population and Politician and secularism rise&amp 
Water consumption. 
This is Real Sane thinking Maganomics";6/25/2019 7:05;0
water pollution;1.14E+18;"*@AlexandriaV2005 Inga Zasowska is doing good 👍👍 for our and for next generation. 
We need to save the environment ,  save the Water💧💦,  save the earth. 
We want pollution free world 🌏🌐. https://t.co/iEL4IxidTi";6/25/2019 7:01;1
water pollution;1.14E+18;"This shampoo claims to depollute water while detoxifying hair!

https://t.co/3QINgLJOfi

#amiwigsltd #wigmakers #richmond #bespokewigs  #hairpieces #wiglet #london #wigmaking #wigmakinglondon #wigsuk #wigwork #wigset #wigartistry #lacebase #bespoke 

https://t.co/I9jXeuxNSD";6/25/2019 7:00;0
water pollution;1.14E+18;"Glyphosate, Roundup’s main ingredient originates in a mine. Phosphate ore is extracted and refined into elemental phosphorus. This mining is stripping away the soil off mountaintops, destroying vegetation, contaminating water and creating air pollution
https://t.co/ApL2PClV86";6/25/2019 7:00;0
water pollution;1.14E+18;"*@CNNnews18 It's our duty to aware every person about water pollution and it's adverse effect on our health
.... Drink Safe Water be Healthy ....";6/25/2019 6:55;0
water pollution;1.14E+18;India is reaching its peak in all possible environmental crisis - degradation of land, scarcity of water, pollution of water &amp  air, depletion of forests. But we  excell in wastage of resources. 🙁 https://t.co/3o1jejKVku;6/25/2019 6:51;0
water pollution;1.14E+18;Vision 30 X 30 for KA .... 30 Districts and no more than 30 Lakhs in each district!! Most of Whitefield must be shunted out to other districts to solve Bengaluru's - Water, Traffic, Pollution .. you name it problem.... *@WeAreBangalore;6/25/2019 6:49;1
water pollution;1.14E+18;"*@voxdotcom*@atrupar Could you please make clear in your articles that ""clan air and water"" (i.e. pollution) has almost nothing to do with CO2 emissions and that conflating the two is a frequently used tactics to confuse listeners?
https://t.co/M9TYX67Mv2 via *@voxdotcom";6/25/2019 6:48;0
water pollution;1.14E+18;What a total lack of common sense! Water crisis, pollution and all we can think of, within our blinded departmental view of the city, is to build over parks to 'improve' them. Lateral thinking is needed to tackle #ClimateCrisis &amp  Delhi Managers don't have it. https://t.co/fT4K0RneWd;6/25/2019 6:40;2
water pollution;1.14E+18;*@shehryar_khanum *@GautamGambhir I don’t no what happened! But present we are running with many problems, Jobs, water, Pollution air;6/25/2019 6:39;0
water pollution;1.14E+18;"Plastic water bottle pollution is worse than we think. Estimated one million water bottles are bought every minute around the globe. 
All these finally end up into the waters.
Reuse Reduce Recycle https://t.co/DPLyTmflTE
#hsefoundation #saveearth #noplastic #Recycle #plasticfree https://t.co/RVpExEKhSB";6/25/2019 6:32;0
water pollution;1.14E+18;*@CPCB_OFFICIAL *@PMOIndia *@mlkhattar *@AmitShah Village Mandoli District Yamunanagar Haryana mandoli gaon me charo taraf Plywood factories lg rhi h Sbhi ka waste water road pr niklta h Sari roads tut chuki h water pollution air pollution sare sarkari ped gayab kr diye gye h road se;6/25/2019 6:21;1
water pollution;1.14E+18;*@ZenJayvardhan *@fayedsouza So where should I 'waste' my time? To Goswami? I have seen enough of hee journalism. She raises important issues like housing, pollution and water crisis. Better than Hindu Muslim and Alien lover Godi Media.;6/25/2019 6:19;0
water pollution;1.14E+18;"Please make some Strong action about satluj water pollution.
*@capt_amarinder
*@sherryontopp
*@PunjabGovtIndia
*@punjabkesari
*@JagbaniOnline
https://t.co/BAReQXtbDH";6/25/2019 6:16;0
water pollution;1.14E+18;"The waste water treatment plant has completely shut down. There is not a single municipal employee at the plant and the only people present on site, were two security guards. 

https://t.co/3HSEAZquio";6/25/2019 6:13;0
water pollution;1.14E+18;"*@TomSteyer “... utility rates to skyrocket...”

Yo, Pence: clean green energy *saves* buckets of money for all Americans — before getting to air pollution causing billions in sickness, priceless drinking water contamination, or gazillions in extreme weather costs👇🏿 

https://t.co/AnqJCZ656v";6/25/2019 6:09;1
water pollution;1.14E+18;"*@senbmckenzie Not happy with your diet being the leading cause for pollution, water scarcity, deforestation and single use plastic. We need to protect our only home. 

Oh and ps. Who do you think grow peas? I’ll give you a hint old McDonald was one... farmers. Get out of 1950.";6/25/2019 6:05;0
water pollution;1.14E+18;"*@narendramodi Sir. I request you to Please check that smart cities should be more pollution free and with proper water management .
Also need Is for mandatory parks /gardens in every colony in every city

Regards
Jairaj";6/25/2019 6:05;0
water pollution;1.14E+18;"Another slurry pollutionconviction, another rubbish fine...

https://t.co/61LGinvxfV https://t.co/61LGinvxfV";6/25/2019 6:04;3
water pollution;1.14E+18;*@nroose *@MsClairebear88 *@JeffGrant8898 *@GrahamAllen_1 *@AOC Polluted air and water. Biggest leftist talking point ever. The private sector don’t need the government to control them.  Businesses alway do things better without government in the way. That includes making cleaner water and less pollution;6/25/2019 6:03;0
water pollution;1.14E+18;The textile industry creates 1.2bn tonnes of CO2 a year, more than international aviation &amp  shipping combined, consumes lake-sized volumes of water, and creates chemical &amp  plastic pollution – 35% of micro plastics in the ocean come from synthetic clothing. https://t.co/iHK7v6A0bL;6/25/2019 6:02;101
water pollution;1.14E+18;"Commodifying water and creating plastic pollution is not #sustaintable, *@SimardNWC.

#WaterForLifeNotProfit #SayNOToNestle https://t.co/YOCpowHYLS";6/25/2019 5:43;2
water pollution;1.14E+18;"...::""Raising animal for food is responsible for 90% of rainforest destruction. It's also the leading cause of species extinction, habitat destruction, ocean dead zones, water pollution and shortage. https://t.co/B1Zwc3s8KM";6/25/2019 5:36;0
water pollution;1.14E+18;"1. 'Changing to batteries running on thermal power will not reduce one iota of pollution.'
2. To generate 1 unit of electricity, Indian thermal power plants use 3.5-4 Litre of water.

https://t.co/6pHlfnBv6W";6/25/2019 5:35;0
water pollution;1.14E+18;"*@sardesairajdeep *@sunitanar *@ptrmadurai Issues of:
Source Segregation.
Garbage Mountains health impact.
Water mgmt
Waste mgmt
Afforestation
Techniques for More greens
Sanitation
Sewerage
Industrial Pollution, 

Above aren't reported on Prime Time?
Why. Who cares. Show them Afternoon Slot. Ad Prices are low.";6/25/2019 5:30;0
water pollution;1.14E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/1w79Bs2ntz";6/25/2019 5:30;7
water pollution;1.14E+18;*@Swamy39 How about working for more important issues like water crisis, environmental changes and pollution?;6/25/2019 5:25;0
water pollution;1.14E+18;"“the textile industry creates 1.2bn tonnes of CO2 a year, more than international aviation &amp  shipping combined, consumes lakes..of water, and creates chemical &amp  plastic pollution – c.35% of microplastics found in the ocean come from synthetic clothing.
https://t.co/N14VfiqIiU";6/25/2019 5:24;0
water pollution;1.14E+18;*@SaajidRasheed *@climatecosts It was predicted that the Maldives would disappear in the span of a few decades. There has been insignificant sea level rise unnoticeable by people living along the seashore. Coral loss has many causative factors- coastal pollution, ocean water warming and increased acidity;6/25/2019 5:21;0
water pollution;1.14E+18;Contamination of surface &amp  ground water sources due to industrial pollution is a critical issue in India. Learn how communities can use the Water Act and other laws to find administrative remedies to combat water pollution. More here: https://t.co/wUDRhlyzX2 #environmentaljustice https://t.co/jtU1iOulg1;6/25/2019 5:10;2
water pollution;1.14E+18;*@Brasilmagic Well, it’s just another sign that Trump is trying to recreate the America he remembers from his youth. It’slike he’s trying tecapture all the things he loved—and most of us hated—from the 1950s through the 1980s. Like air and water pollution. And the Cold War. And. . . .;6/25/2019 5:02;0
water pollution;1.14E+18;*@sagarikaghose Kudos....this is a real issue....all governments  want boost in economy but no nody wants to address the environmental concerns which require urgent attention..water scarcity...heat wave...reducing forest cover..increasing pollution. .dont know wht next generation will hv to face;6/25/2019 4:55;0
water pollution;1.14E+18;Somehow Washington state gets it. Due to  #oilandgas development Colorado, we will always be one of the dirtiest states in the country. Here we come WA...clean air, clean water + smart people that get it.  ❤️ #sb181 #fracking #coleg #pollution https://t.co/qKsAV2ql5G;6/25/2019 4:51;1
water pollution;1.14E+18;*@narendramodi dear sir ,we may be adding to economy at a pace but do visit Bangalore,there is traffic jam, pollution (vehicles have no valid pollution certificates) , the roads stink ,no proper water to drink ,where is the quality of life ,;6/25/2019 4:47;0
water pollution;1.14E+18;Krunesh Garg, Member Secretary, Punjab Pollution Control Board, Patiala having interaction with 4 IAS (OTs) on The Water (Prevention and Control of Pollution Act,  1974) the Environment Protection Act,  1986 during TP for IAS (P) 03.06.2019 to 05.07.2019. *@mgsipa #mgsipa https://t.co/FLZEfJNZUV;6/25/2019 4:45;0
water pollution;1.14E+18;"Bangalore will soon become Chennai if we do not act now and fix our surface water mismanagement and pollution. #ChennaiWaterCrisis #BangaloreWater #WaterCrisisinChennai 

https://t.co/7z3X2PXQHQ";6/25/2019 4:37;1
water pollution;1.14E+18;Assa kaitri doka lava Ki .. Kangaroos ugach Pudhe naiyet https://t.co/5JvIq8Nf4H;6/25/2019 4:30;0
water pollution;1.14E+18;"Bio septic installation's..
""Environmental benefits..""
Capture's methane gas turning it into biogas.(clean gas)
Put's more clean energy on the electric grid
 Cleans water so it can be reused.
Reduces air pollution &amp  organic waste odors
Contacts :0736332051/0703234298 https://t.co/f2U0VxrHxr";6/25/2019 4:29;1
water pollution;1.14E+18;*@ISHFAQ_JKPM *@Shehla_Rashid *@ArvindKejriwal Pollution, water, cctv, corruption, lack of equipments in hospitals, infrastructure??? Its harder to fix !! So just give lolipops;6/25/2019 4:23;0
water pollution;1.14E+18;*@CJFlom *@SenJoniErnst *@SpeakerPelosi https://t.co/YMda7txD37                                https://t.co/ZyiPUwGsTJ;6/25/2019 4:05;0
water pollution;1.14E+18;Australia Found A Simple Way To Save Water From Plastic Pollution And We Can Start Doing The Same https://t.co/670GF0wfDE;6/25/2019 4:03;0
water pollution;1.14E+18;Vitamin C protects against water pollution  #bloodsugar https://t.co/xouVV6mjqc;6/25/2019 4:00;0
water pollution;1.14E+18;*@narendramodi One of your metropolis is plagued by Air Pollution, Another is under garbage, and the Third has run out of Water... Forget Smart Cities, your government has made living in these cities impossible... Any solutions?;6/25/2019 3:54;0
water pollution;1.14E+18;Someone talking about water, someone says pollution... The bigger problem is Indian middle order #CWC2019 #cwc19 #BCCI;6/25/2019 3:52;0
water pollution;1.14E+18;*@KellyCanuckTO The world is beautiful where there is no air or water pollution and the pups seem to love it too !!;6/25/2019 3:50;0
water pollution;1.14E+18;*@NickAberle 100% spot on. We have to do EES's but there is nothing binding about how we respond to them. There is no defined acceptable levels of pollution (noise, air, water or otherwise). It's all fancy community engagement to do exactly what they plan on doing anyway.;6/25/2019 3:49;1
water pollution;1.14E+18;"Just a reminder folks, please be responsible with your water consumption because we are running out of fresh water. 

P.S. Bottled water is just purified tap water. Stop plastic pollution.";6/25/2019 3:45;0
water pollution;1.14E+18;Australia Found A Simple Way To Save Water From Plastic Pollution And We Can Start Doing The Same https://t.co/MDDvePeeOX;6/25/2019 3:44;0
water pollution;1.14E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/vCuDASzdDb";6/25/2019 3:30;6
water pollution;1.14E+18;*@googlemaps *@Google Please change the colour of water bodies on the maps to the actual colour of water to spread awareness about Water Pollution. #stopwaterpollution;6/25/2019 3:29;0
water pollution;1.14E+18;“Black Warrior Riverkeeper is now urging people to ‘take action’ and ask the Alabama Department of Environmental Management to limit Tyson’s pollution to the Locust Fork.”  -*@WVTM13 on *@TysonFoods https://t.co/JqQuLtX7tO;6/25/2019 3:28;14
water pollution;1.14E+18;tonight at a bar I was telling a story and laughing, which made my eyes water and mix with all of the day’s sweat and oil and pollution that had accumulated on my face, which made it look like I was crying in the middle of the story, while everyone was already staring at me.;6/25/2019 3:26;0
water pollution;1.14E+18;&amp  When this water pollution &amp  shit going on East wake county. It’s just more confirmation of information. I’m glad I didn’t buy a new property there.;6/25/2019 3:21;0
water pollution;1.14E+18;"*@SenWarren *@VP Climate change or the flash that is “man made” climate change has zero correlation with air and water quality...that’s a pollution issue.

Can you get any dumber?";6/25/2019 3:16;0
water pollution;1.14E+18;*@SethMacFarlane MIKE PENCE IS A LIAR... WATER AND AIR IS NOT THE CLEANNESS IN THE WORLD... CAN SOMEBODY SENT HIM A BOTTLE OF WATER FROM FLINT..  AND MAKE HIM DRINK IT, AND SINCE TRUMP'S BEEN IN OFFICE AIR POLLUTION IS UP..;6/25/2019 3:09;0
water pollution;1.14E+18;#Trump is killing us. #Destroying our #air (&amp  water). #pollution #Cancer https://t.co/1hf5TYlOpN;6/25/2019 3:04;0
water pollution;1.14E+18;*@RepAdamSchiff Theres more polluted water in California under the Democrats. Democrats are in charge of California &amp  its water. Homeless Crapping &amp  Pissing on the sidewalks washing it into storm drains pollutes our clean water. Ask yourself why do we have sewer systems? Pollution;6/25/2019 3:00;0
water pollution;1.14E+18;*@manoj_naandi *@GhoshAmitav *@sugataraju *@manoj_naandi I am having idea which is not out of the box idea but we forgot to implement it which can be implemented in urban and semi urban areas to increase the greener and decrease the pollution as we as increasing the ground water levels...;6/25/2019 3:00;0
water pollution;1.14E+18;https://t.co/S8MR9vCBim;6/25/2019 2:53;0
water pollution;1.14E+18;*@SenWarren *@VP He does realize air and water circulate around the world, right? So even if America emits no pollution, we’d still get poisoned by everyone else’s pollution. #duh;6/25/2019 2:52;0
water pollution;1.14E+18;Mankato will seek nearly $22 million in state bonding fund in the next 3 years to cover part of the $48.5 million the city hopes to spend for water-pollution prevention, riverbank stabilization and riverside park/trail upgrades. https://t.co/1NG4gLhjEn;6/25/2019 2:44;0
water pollution;1.14E+18;*@SenSanders People like lead water! Enjoy a good dose of fracking chemicals in ground water!! Love Roundup In cereals!! Enjoy high levels of air pollution!! Like food deserts!  Love low wages and wage stagnation!! Like a shrinking middle class!! Enjoy global warming high temperatures!!;6/25/2019 2:39;1
water pollution;1.14E+18;*@SenWarren *@VP We probably do have the cleanest air and water! The serial polluters are the nations who are poor. Those plastic islands are in the oceans because people like China could give 2 licks about pollution!;6/25/2019 2:22;0
water pollution;1.14E+18;*@Rbrbndgrl We also have lovely industrial pollution which, while it makes our drinking water more flavorful, is not so beneficial to the animals.;6/25/2019 2:21;0
water pollution;1.14E+18;Vitamin C protects against water pollution https://t.co/y4m8sbyvSv;6/25/2019 2:02;0
water pollution;1.14E+18;"कपड़े रंगने वाली एक फैक्टरी के मालिक को दोषी ठहराते हुए निचली अदालत द्वारा दी गई डेढ़ साल की सजा को बरकरार रखा है। #Delhi
https://t.co/oFvfyAEJm1";6/25/2019 2:02;9
water pollution;1.14E+18;They could turn the clear, inviting lake into a vat of pea soup, the kind of mess that, in other places, has shut down water supplies and caused fish die-offs. https://t.co/On5X0avyDc;6/25/2019 1:43;6
water pollution;1.14E+18;*@atrupar *@VP NOPE, NOPE, NOPE!!  We are very FAR from having the cleanest air and water on the planet. Not even in the top 20!  YOUR administration is UNDOING regulations and will make pollution even worse, but satisfies corporations.  You, sir are a FRAUD!!!  Is this what Jesus would do?;6/25/2019 1:31;0
water pollution;1.14E+18;Nitrates in drinking water may be tied to 300 cases of cancer in Iowa. But what does that mean for you? https://t.co/1JtuFWkXQD;6/25/2019 1:15;0
water pollution;1.14E+18;Vitamin C protects against water pollution https://t.co/gpNm0P3J1V;6/25/2019 1:14;0
water pollution;1.14E+18;"&gt &gt  ""As a result of the change, an estimated 60-90 percent of U.S. waterways could lose federal protections that currently shield them from pollution and development."" https://t.co/bpHXUAZVLw";6/25/2019 1:09;0
water pollution;1.14E+18;*@SisterSmithers water pollution, pesticides, etc ?;6/25/2019 1:08;0
water pollution;1.14E+18;*@ThanthiTV Water tankers run breakneck speed.with LOUD horns rashly.will the Transport/Traffic/Pollution control put an end to it as most accidents happen 'cause of their #drunken driving.ஆங்காங்கே நிறுத்துவது கடும் தண்டனைக்கு உட்படுத்த வேண்டும். அப்புறம் பாருங்கள் நாமும் Forign countries;6/25/2019 1:05;0
water pollution;1.14E+18;"#AbwFraud
#Do #what u #can
V #dont #care
It #seems #these #loyal #forests #officers r #well #look #after by #farm #owners&amp  hv #backing f #netas
#Hell wid #environment/#pollution/#source f #water #reservoir/#trees&amp  #lifeline #bullions f #wildlife
#CM #himself #amended #PLPA
#RERA https://t.co/xGpJreBM4R";6/25/2019 0:56;3
water pollution;1.14E+18;3/LeFleur told the EPA to stop cleanup efforts in a Birmingham industrial pollution site containing levels of lead, arsenic, and carcinogens linked to respiratory problems and cancers. Not exactly the behavior of the man AL trusts to be cop on the beat for clean air and water.;6/25/2019 0:37;2
water pollution;1.14E+18;The “social path” through the park between 5th and Van Buren will remain. Dog parks cost about $30 per square foot. Stormwater runoff is the biggest concern during design so pet waste doesn’t cause water pollution.;6/25/2019 0:32;0
water pollution;1.14E+18;"“We still think of air as free. But clean air is not free, and neither is clean water,"" Nixon, in 1970 State of the Union. ""The price tag on pollution control is high. Through our years of past carelessness we incurred a debt to nature, and now that debt is being called."" #ableg";6/25/2019 0:32;1
water pollution;1.14E+18;"Wildfires and air pollution  insects and diseases  drought and water shortages  heatwaves. The impacts go on and on.

That's why 70 of America's leading medical groups have just come together to declare climate change a “public health emergency”

https://t.co/xOgm9zJ58m https://t.co/5MGX3s1GTM";6/25/2019 0:31;13
water pollution;1.14E+18;If everyone would go Vegan we would end world hunger, spare over 100 billion animals every year, it will cut back our carbon footprint and help slow air pollution, our water ways will become cleaner, and of course… https://t.co/E43a7U5jXv;6/25/2019 0:27;0
water pollution;1.14E+18;*@debunkdenialism Wouldn't want to drink the raw water in China, air pollution is bad and now with them burying millions of live infected ASF (African Swine Fever) pigs in huge pits. But anyway natures wildlife both animals and plants excrements all end up in this raw water so boil or purify pls.;6/25/2019 0:20;0
water pollution;1.14E+18;Air and water pollution are things we can see and smell.  Why not start on an attainable goal and improve these things? *@SenSherrodBrown https://t.co/6BWBW9igwh;6/25/2019 0:18;0
water pollution;1.14E+18;Keep our oceans clean 🌎 Encourage others to fight water pollution by joining *@mnfst_io new campaign. https://t.co/r8ZBD1YQph;6/25/2019 0:16;0
water pollution;1.14E+18;"written statements will be accepted until 6/25 at 4:30 pm! send to clean­waterbranch*@doh.hawaii. gov or P.O. Box 3378, Honolulu, Hi. 96801-3378.
https://t.co/PckjvyWT7X";6/25/2019 0:16;0
