category;tweet_id;text;date;retweet_count;geo;coordinates;place_id;place_centroid;place_country;place_country_code;place_full_name;place_name;place_type
#ecoli;1.15E+18;"Maybe you could start by not dumping billions of litres of shit into our waterways.

When was the last time Vancouver residents could swim at a beach that didn't have an #EColi warning?

When will indigenous communities be able to drink tap water without risking being poisoned? https://t.co/aoz4C8ezoF";7/15/2019 18:45;13;;;;;;;;;
#ecoli;1.15E+18;Microbial artwork by our interns, we love it! #RFP #bacterialart #ecoli https://t.co/oE624kbdHs;7/15/2019 16:36;1;;;;;;;;;
#ecoli;1.15E+18;#RedRobin #restaurant closes after 3 diners test positive for #Ecoli https://t.co/hhigvU4JZV https://t.co/gmW9LSAlcz;7/15/2019 15:52;0;;;;;;;;;
#ecoli;1.15E+18;Challenge for all #FoodLickers , viral video of licking ice cream is so yesterday, try these... #foodsafety #pathogens #salmonella #Ecoli #lickingicecream https://t.co/kwUICFihqF;7/15/2019 15:06;2;;;;;;;;;
#ecoli;1.15E+18;Another great day working on #ESBL #Ecoli (extracted 48!) with *@DoryKovacs_ and our amazing colleagues from *@cuhas_bugando &amp  *@KCRITanzania at BMC. We missed you *@rnzadoks *@IBAHCM https://t.co/6WM4hvFrk9 https://t.co/xspk3nTDxJ;7/15/2019 15:00;0;;;00f7470002c166a4;32.930798654398814,-2.46127345;Tanzania;TZ;Mwanza, Tanzania;Mwanza;admin
#ecoli;1.15E+18;Ongoing investigation of #ecoli in Iceland - was it the ice cream? Those with ill kids will just want them to recover https://t.co/ggeOfwU8vf;7/15/2019 13:15;1;;;;;;;;;
#ecoli;1.15E+18;"Worried about #waterquality or #watersafety?
The HydroInfinity kills all #bacteria and #pathogens inc #legionella and #Ecoli.
Makes #Rainwater potable
No water chemicals or water waste
Highly efficient and low maintenance unlike #RO 
Local and international shipping.
#UV #Ozone https://t.co/QzsjntOoTo";7/15/2019 9:03;1;;;;;;;;;
#ecoli;1.15E+18;Validating the inhibitory effects of d- and l-serine on the enzyme activity of d-3-phosphoglycerate dehydrogenases that are purified from #Pseudomonas aeruginosa, #Escherichia coli and human colon #Ecoli https://t.co/I1ozVaOFu9 #gutpathogens;7/15/2019 2:11;0;;;;;;;;;
#ecoli;1.15E+18;*@s_ktwitt *@chrissyteigen Wow, wait till you hear what's in your meat and cheese and milk 😂😂🙈 #antibiotics #pus #hormones #cleaningchemicals #ecoli Yum!;7/14/2019 20:59;0;;;;;;;;;
#ecoli;1.15E+18;*@eddyfougier *@CamilleBrunel Toujours plus que les abattoirs en tout cas. #sang #viscères #merde #EColi;7/14/2019 20:29;0;;;;;;;;;
#ecoli;1.15E+18;You do NOT need a green house to grow your own greens.  You don't need any special tools, or acreage.  Worried about #ecoli - you don't have to be.  ==&gt https://t.co/ofBgpaPfLo &lt == https://t.co/JbvUueR0IU;7/14/2019 11:00;0;;;;;;;;;
#ecoli;1.15E+18;https://t.co/L3ydJvutJr #limoges #halal #rn #ecoli #Escherichiacoli #aquitaine #dina;7/14/2019 9:44;0;;;;;;;;;
#ecoli;1.15E+18;Swimmers urged to avoid popular north Mecklenburg  cove due to high bacteria levels #swim #ban #lakenorman #lakecornelius #ecoli #bacteria #clt #cltnews #pollution #badwater  https://t.co/tjSYxqkpqB;7/14/2019 2:08;0;;;;;;;;;
#ecoli;1.15E+18;You do NOT need a green house to grow your own greens.  You don't need any special tools, or acreage.  Worried about #ecoli - you don't have to be.  ==&gt https://t.co/FWTTpC1te8 &lt == https://t.co/R57EAFJAVO;7/13/2019 22:59;0;;;;;;;;;
#ecoli;1.15E+18;Urinary Tract Infections Affect Millions. The Cures Are Faltering. #Antibiotics #Drugresistance(Microbial) #EColi(Bacteria) #ENMNEWS #Infections #Research #UrinaryTract #WomenandGirls #yourfeedhealth #yourfeedscience https://t.co/dwFNoCFDQN;7/13/2019 21:24;0;;;;;;;;;
#ecoli;1.15E+18;You do NOT need a green house to grow your own greens.  You don't need any special tools, or acreage.  Worried about #ecoli - you don't have to be.  ==&gt https://t.co/lhSLyxTl8J &lt == https://t.co/IFYuAJpbpV;7/13/2019 18:21;0;;;;;;;;;
#ecoli;1.15E+18;"#LakeMinnetonka #Minnetonka
#HairDye #BigBoats #SmallPenis #Devorced #Money #Ecoli #Urine #Poop #axebodywash #inheritance #Daddy #Vain #tanktop #GoldDiggers #Pee https://t.co/9PACSckYgs";7/13/2019 16:37;0;;;;;;;;;
#ecoli;1.15E+18;E. Coli outbreak linked to San Diego Fair reaches 11 cases https://t.co/65tXsQ4IXT #EColi #children #ConsumerSafety;7/13/2019 16:03;0;;;;;;;;;
#ecoli;1.15E+18;Ef ég vaknaði dofin í litla putta, hvort er ég þá með #ecoli eða sárasótt?;7/13/2019 15:11;0;;;;;;;;;
#ecoli;1.15E+18;"Latest from the #EColi #Outbreak at #SanDiego County Fair in #California ... 
| By *@TimesofSanDiego 

https://t.co/KMJthNF5CR";7/13/2019 9:00;1;;;;;;;;;
#ecoli;1.15E+18;"Brote de infecciones por #Ecoli relacionadas con la harina #877derecho
https://t.co/VFsILwmuco via *@CDCgov";7/12/2019 22:50;0;;;;;;;;;
#ecoli;1.15E+18;*@ChipotleTweets This seems like something you should take the initiative on. You know where to reach me. #ecoli;7/12/2019 22:14;0;;;7b1468a1d9713e3e;-71.47279661161042,41.4312355;United States;US;Narragansett, RI;Narragansett;city
#ecoli;1.15E+18;NEWS SCAN: #Polio surge in Pakistan  Probe of flour #Ecoli outbreak over  DRC #measles vaccination https://t.co/KI5aRb6ZIu #FoodOutbreak;7/12/2019 19:33;1;;;;;;;;;
#ecoli;1.15E+18;#Beach Advisory Issued for the town beach on Crystal Lake in Gilmanton, NH. *@NHDES #ecoli #bacteria;7/12/2019 18:25;0;;;;;;;;;
#ecoli;1.15E+18;"Recall of popular flour brands is over but likely still stored in many a home and restaurant pantry. Keep the #foodsafety score with #NoDiningCurves​.

#recall 
#CDC 
#baking 
#pantry 
#ecoli https://t.co/f24hv1zNmN";7/12/2019 17:33;0;;;;;;;;;
#ecoli;1.15E+18;An outbreak of #Ecoli linked to #flour produced by ADM Milling Co. appears to be over, according to *@CDCgov: https://t.co/VJ05Z3ZtJS https://t.co/7gRRIyNMIN;7/12/2019 17:15;0;;;;;;;;;
#ecoli;1.15E+18;#BakersCorner #Brand #Castle, #KingArthur, #Pillsbury   #Flour #recall #Ecoli https://t.co/aCeZNUVnH4;7/12/2019 16:53;0;;;;;;;;;
#ecoli;1.15E+18;CDC says rare O26 outbreak sourced to flour is over, but continue to beware #FoodSafety #ALDIBakers #Ecoli #flour #KingArthurFlour #Pilsburyflour https://t.co/mo5Cttl1CH;7/12/2019 15:43;5;;;;;;;;;
#ecoli;1.15E+18;"#Ecoli #outbreak associated with a #restaurant in Westminster, #Colorado ... 
| By *@KDVR 

https://t.co/PbZLDpNft9";7/12/2019 15:00;0;;;;;;;;;
