category;tweet_id;text;date;retweet_count;geo;coordinates;place_id;place_centroid;place_country;place_country_code;place_full_name;place_name;place_type
#waterpollution;1.15307E+18;".....meanwhile, Fracking away in the USA, to produce raw material on a huge scale for INEOS 
#fracking
#plasticsurgery
#ineos
#waterpollution https://t.co/A2qJzcq5RL https://t.co/4di29AoVWE";7/21/2019 22:18;1;;;;;;;;;
#waterpollution;1.15297E+18;*@JalShaktiAbhiyn #waterpollution #ArtificialIntelligence *@drharshvardhan https://t.co/NT9qORwtQ4;7/21/2019 16:00;0;;;;;;;;;
#waterpollution;1.15296E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/Jk4Hz9BqzZ";7/21/2019 15:30;7;;;;;;;;;
#waterpollution;1.15294E+18;"Brain-damaging lead found in Chicago water. Never take for granted that your water is safe. Research, test, and filter your water!

🔗: https://t.co/iksmQaSNY7
#️⃣: #WaterQuality #WaterPollution #Lead #WaterFilters #Water https://t.co/icRmtznjcP";7/21/2019 13:59;1;;;;;;;;;
#waterpollution;1.15293E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/YVpgRQ0piI";7/21/2019 13:30;7;;;;;;;;;
#waterpollution;1.15293E+18;I hope the govt has plans to make sure there's no #waterpollution from human #waste when boats come into operation in the Narayani River. After all, we are so HYGIENIC that we throw stuffs immediately after use, be it on the road or in the river. 🤣🤣🤣;7/21/2019 13:12;1;;;;;;;;;
#waterpollution;1.15292E+18;Book - Water, Crime and Security in the Twenty-First Century: Too Dirty, Too Little, Too Much https://t.co/ufru4Y9e8h HT *@CrimeJusticeQUT #criminology #Water #WaterPollution #Pollution #CleanWater #Crime #Security #SJ #SJW https://t.co/KWnUMIYRCy;7/21/2019 12:55;1;;;;;;;;;
#waterpollution;1.1529E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/ggRS0MSh9C";7/21/2019 11:30;7;;;;;;;;;
#waterpollution;1.15287E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/neelC3qmnU";7/21/2019 9:30;7;;;;;;;;;
#waterpollution;1.15284E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/KCRca3nuu2";7/21/2019 7:30;7;;;;;;;;;
#waterpollution;1.15282E+18;"50 writers will undertake ""Paryavaran Yatra"" today on the Shimla Kalka narrow gauge.
#environment #environmental #pollution #pollutionfree #environnement #Airpollution #waterpollution";7/21/2019 5:53;1;;;;;;;;;
#waterpollution;1.15281E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/VmYcCYG95i";7/21/2019 5:30;6;;;;;;;;;
#waterpollution;1.15278E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/pc5jsvg7Qo";7/21/2019 3:30;6;;;;;;;;;
#waterpollution;1.15277E+18;Broad Group of GreenOrgs Releases Climate Platform Ahead of #2020Election #EnvironmentalAdvocates #EnvironmentalJustice #EnvironmentalImpact #AirPollution #WaterPollution #EconomicTransition #CleanEnergyTransition #USCongress #NationalClimatePolicy https://t.co/wjtlBEfOz9;7/21/2019 2:31;0;;;;;;;;;
#waterpollution;1.15271E+18;"Thanks to the release of effluents in water bodies, fish are dying in large numbers due to bacteria and fungal infections.
#WaterPollution 
https://t.co/lt9ysNIJzZ";7/20/2019 22:30;5;;;;;;;;;
#waterpollution;1.15265E+18;Chris Hayes introduces the latest victim of hydraulic fracking: an ExxonMobil CEO and his super-rich friends. https://t.co/mTpqJZYwA1 #Hypocrisy #SocialJustice #FrackingNews #waterpollution #GreenNotGreed;7/20/2019 19:02;1;;;;;;;;;
#waterpollution;1.1526E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/2Ygx7UfmEw";7/20/2019 15:30;7;;;;;;;;;
#waterpollution;1.15257E+18;"#DELHI, LET'S SEGREGATE OUR WASTE!
We can help. Visit: https://t.co/rEAze3mBg7
It can help reduce contribution to air and water pollution!
-
#WeMeanToClean #CleanDelhi #SwachhBharat #MyCleanIndia #WasteManagement #WasteSegregation #DelhiPollution #AirPollution #WaterPollution https://t.co/Ca8hLD5x7l";7/20/2019 13:30;7;;;;;;;;;
#waterpollution;1.15255E+18;"தண்ணீர் மாசுபாடு எதிரொலி: மத்தியப் பிரதேசத்தில் மீன்களுக்கும் கேன்சர்?! 
#WaterPollution 
#MadhyaPradesh
#OnlyGmedia 
*@OnlyGmedia https://t.co/S3fRrQZRZu";7/20/2019 12:13;0;;;;;;;;;
#waterpollution;1.15255E+18;"தண்ணீர் மாசுபாடு எதிரொலி: மத்தியப் பிரதேசத்தில் மீன்களுக்கும் கேன்சர்?! 
#WaterPollution #MadhyaPradesh

https://t.co/EV7Vi2qkAJ";7/20/2019 12:11;4;;;;;;;;;
#waterpollution;1.15255E+18;"தண்ணீர் மாசுபாடு எதிரொலி: மத்தியப் பிரதேசத்தில் மீன்களுக்கும் கேன்சர்?! 
#WaterPollution #MadhyaPradesh

https://t.co/N7myqxjEM6";7/20/2019 12:05;11;;;;;;;;;
#waterpollution;1.15255E+18;"தண்ணீர் மாசுபாடு எதிரொலி: மத்தியப் பிரதேசத்தில் மீன்களுக்கும் கேன்சர்?! 
#WaterPollution #MadhyaPradesh

https://t.co/jidHVgpkHh";7/20/2019 12:00;2;;;;;;;;;
